NOMEDEP;DE;MUN;CD_IBGE;DISTR;COD_ESC;CODESCMEC;NOMESC;CODSIT;TIPOESC;ENDESC;NUMESC;COMPLEMENTO;CEP;BAIESC;ZONA;DS_LATITUDE;DS_LONGITUDE;CODVINC
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;17292;35017292;ANTONIO MATARAZZO PROF;1;8;NORUEGA;2165;RUA;13455186;JARDIM CANDIDO BERTINI;1;-22,72686005;-47,36412811;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;37936;35037936;IRENE DE ASSIS SAES PROFA;1;8;TUPININQUINS;195;RUA;13457040;JARDIM SAO FRANCISCO;1;-22,76711082;-47,39422989;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;39330;35039330;MARIA JOSE MARGATO BROCATTO PROFA;1;8;COURO;1381;RUA;13454185;CIDADE NOVA;1;-22,73609924;-47,37590027;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;39822;35039822;HELOIZA THEREZINHA MURBACH LACAVA PROFA;1;8;INGLATERRA;536;RUA;13455500;JARDIM EUROPA I;1;-22,72719955;-47,3728981;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;45512;35045512;NEUZA MARIA NAZATTO DE CARVALHO PROFA;1;8;OURO;1174;RUA;13456447;VILA MOLLON IV;1;-22,75740051;-47,36439896;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;47016;35047016;ALCHESTE DE GODOY ANDIA PROFA;1;8;COMERCIO;597;AVENIDA;13454038;JARDIM ESMERALDA;1;-22,74419022;-47,37260056;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;49402;35049402;BENEDICTA ARANHA DE OLIVEIRA LINO PROFA;1;8;GENERAL ORLANDO GEISEL;715;AVENIDA;13453166;CONJUNTO HABITACIONAL 31 MARCO COHAB;1;-22,73539925;-47,40380096;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;49918;35049918;JORGE CALIL ASSAD SALLUM PROF;1;8;ALBERTO NOVAES;240;RUA;13451192;RESIDENCIAL FURLAN;1;-22,74139977;-47,42129898;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;900459;35900459;GEMMA VASCONCELOS CAMARGO CAPELLO PROFA;1;8;OURO PRETO;234;RUA;13458033;PARQUE OLARIA;1;-22,77079964;-47,41189957;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;903796;35903796;DIRCEU DIAS CARNEIRO;1;8;GUAIANAZES;1504;RUA;13457093;JARDIM SANTA RITA DE CASSIA;1;-22,77280045;-47,38359833;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;903802;35903802;GUIOMAR DIAS DA SILVA PROFA;1;8;MANAUS;230;RUA;13454357;LOTEAMENTO PLANALTO DO SOL;1;-22,73703003;-47,38407135;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;907534;35907534;ODAIR DE OLIVEIRA SEGAMARCHI PROFA;1;8;ANTONIO MORAES BARROS;63;AVENIDA;13458574;JARDIM VISTA ALEGRE;1;-22,77510071;-47,4029007;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;907546;35907546;MARIA JUDITA SAVIOLI DE OLIVEIRA;1;8;BARTOLOMEU DE GUSMAO;162;RUA;13455617;PARQUE FREZARIN;1;-22,72289085;-47,37023163;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;909324;35909324;JOSE DOMINGUES RODRIGUES PROF;1;8;RAYON;451;RUA;13454028;JARDIM ESMERALDA;1;-22,7455101;-47,37887955;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;912827;35912827;FIORAVANTE LUIZ ANGOLINI;1;8;HELIO CALDAS CORONEL;101;RUA;13459392;CHACARA RECREIO CRUZEIRO DO SUL;1;-22,73917007;-47,48460388;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;913157;35913157;ROMANA DE OLIVEIRA SALLES CUNHA PROFA;1;8;MONTE ALEGRE DO SUL;851;RUA;13453727;JARDIM DAS LARANJEIRAS;1;-22,73089981;-47,39649963;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;913625;35913625;JADYR GUIMARAES CASTRO PROFA;1;8;TENENTE CORONEL JOSE G O DE SOUZA;751;RUA;13454460;PARQUE RESIDENCIAL ZABANI;1;-22,73240089;-47,38069916;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;919147;35919147;MARIA DE LOURDES MAIA FROTA PROFA;1;8;BENEDITO BORDIN VEREADOR;40;RUA;13453562;CONJUNTO HABITACIONAL ANGELO GIUBINA;1;-22,73740005;-47,39830017;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;919159;35919159;ATTILIO DEXTRO PROF;1;8;ALEXANDRE FURLAN;135;RUA;13457632;JARDIM DOS CEDROS;1;-22,76391029;-47,36513901;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;919160;35919160;LAURA EMMIE PYLES PROFA;1;8;BORRACHA;500;RUA;13454206;JARDIM PEROLA;1;-22,74259949;-47,36769867;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;920599;35920599;MARIA DE LOURDES BEOZZO FRANCHI PROFA;1;8;DANTE MARTIGNAGO;793;RUA;13456550;VILA MOLLON IV;1;-22,7548008;-47,37170029;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;921178;35921178;EDUARDO SILVA PROF;1;8;BELO HORIZONTE;1200;RUA;13454330;LOTEAMENTO PLANALTO DO SOL;1;-22,74040031;-47,3830986;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;922353;35922353;HENRIQUE NICOPELLI MONSENHOR;1;8;ACUCAR;284;RUA;13454178;JARDIM PEROLA;1;-22,74533081;-47,36888885;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;922959;35922959;SONIA APARECIDA BATAGLIA CARDOSO PROFA;1;8;INDUSTRIA;SN;AVENIDA;13454200;JARDIM PEROLA;1;-22,73806953;-47,37147141;0
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;3545803;SANTA BARBARA D'OESTE;922961;35922961;LUZIA BARUQUE KIRCHE PROFA;1;8;EDSON DOS SANTOS MANO DOUTOR;50;RUA;13458221;CONJUNTO HABITACIONAL ROBERTO ROMANO;1;-22,77420044;-47,41930008;0
ESTADUAL - SE;ANDRADINA;ANDRADINA;3502101;ANDRADINA;11044;35011044;CEEJA DE ANDRADINA;1;3;RUA TAMANDARE;SN;;16900114;VILA SANCHES;1;-20,91013145;-51,3854866;0
ESTADUAL - SE;ANDRADINA;ANDRADINA;3502101;ANDRADINA;29361;35029361;FRANCISCO TEODORO DE ANDRADE;1;8;RODRIGUES ALVES;453;RUA;16900005;CENTRO;1;-20,90398026;-51,38169098;0
ESTADUAL - SE;ANDRADINA;ANDRADINA;3502101;ANDRADINA;29373;35029373;ALVARO GUIAO DR;1;8;VITORIO GUARACIABA;1357;RUA;16901021;CENTRO;1;-20,89812088;-51,37509918;0
ESTADUAL - SE;ANDRADINA;ANDRADINA;3502101;ANDRADINA;29397;35029397;AUGUSTO MARIANI DR;1;8;FLORIANO PEIXOTO;265;RUA;16900058;JARDIM ALVORADA;1;-20,90232086;-51,38827896;0
ESTADUAL - SE;ANDRADINA;ANDRADINA;3502101;ANDRADINA;29609;35029609;JOAO BREMBATTI CALVOSO;1;8;GUANABARA;348;AVENIDA;16901000;CENTRO;1;-20,89710999;-51,37665176;0
ESTADUAL - SE;ANDRADINA;ANDRADINA;3502101;ANDRADINA;453225;35453225;PENITENCIARIA DE ANDRADINA;1;15;MUNICIPAL ADD 468;468;RODOVIA;16900220;VILA PEREIRA JORDAO;2;-20,93803024;-51,39575958;29361
ESTADUAL - SE;ANDRADINA;ANDRADINA;3502101;ANDRADINA;905914;35905914;JOAO CARREIRA;1;36;PRIMAVERA;SN;;16900970;CAMBIRA;2;-21,0112896;-51,46931458;0
ESTADUAL - SE;ANDRADINA;ANDRADINA;3502101;ANDRADINA;922365;35922365;ALICE MARQUES DA SILVA ROCHA;1;8;PARAGUASSU;850;RUA;16900117;VILA SANCHES;1;-20,91023064;-51,38721085;0
ESTADUAL - SE;ANDRADINA;CASTILHO;3511003;CASTILHO;29543;35029543;ARMEL MIRANDA;1;8;CARLOS BEVILACQUA;132;AVENIDA;16920000;CENTRO;1;-20,86931038;-51,48479843;0
ESTADUAL - SE;ANDRADINA;CASTILHO;3511003;CASTILHO;407215;35407215;DARIO GIOMETTI PROFESSOR;1;8;JOSE MANOEL DE ANGELO;150;AVENIDA;16920000;CENTRO;1;-20,86650085;-51,48809814;0
ESTADUAL - SE;ANDRADINA;GUARACAI;3517802;GUARACAI;29506;35029506;JUVENTINO NOGUEIRA RAMOS;1;8;FABIO GALERA;420;;16980000;GUARACAI;1;-21,02946091;-51,21202087;0
ESTADUAL - SE;ANDRADINA;ILHA SOLTEIRA;3520442;ILHA SOLTEIRA;30557;35030557;LEA SILVA MORAES PROFA;1;8;BRASIL SUL;820;;15385000;CENTRO;1;-20,43309975;-51,35020065;0
ESTADUAL - SE;ANDRADINA;ILHA SOLTEIRA;3520442;ILHA SOLTEIRA;30740;35030740;ARNO HAUSSER;1;8;BRASIL NORTE;815;AVENIDA;15385000;ZONA NORTE;1;-20,42234612;-51,33854294;0
ESTADUAL - SE;ANDRADINA;ILHA SOLTEIRA;3520442;ILHA SOLTEIRA;36195;35036195;URUBUPUNGA;1;8;BRASIL SUL;920;AVENIDA;15385000;ZONA SUL;1;-20,43260002;-51,34970093;0
ESTADUAL - SE;ANDRADINA;ITAPURA;3523008;ITAPURA;29488;35029488;PAULO GRASSI BONILHA DR;1;8;TIRADENTES;1495;RUA;15390000;CENTRO;1;-20,64220047;-51,51268005;0
ESTADUAL - SE;ANDRADINA;LAVINIA;3526506;LAVINIA;7113;35007113;CENTRO DE DETENCAO PROVISORIA DE LAVINIA;1;15;LAVINIA 020  KM03;SN;;16850000;RURAL;2;-21,13588905;-51,10887146;29452
ESTADUAL - SE;ANDRADINA;LAVINIA;3526506;LAVINIA;29452;35029452;CESARE TOPPINO PADRE;1;8;FRANCO DE MELLO;620;RUA;16850000;CENTRO;1;-21,16430283;-51,0381012;0
ESTADUAL - SE;ANDRADINA;LAVINIA;3526506;LAVINIA;453785;35453785;PENITENCIARIA I DE LAVINIA;1;15;MUNICIPAL LAVINIA TABAJARA;SN;KM 03;16850000;PEROBAL;2;-21,17048073;-51,03038025;29452
ESTADUAL - SE;ANDRADINA;LAVINIA;3526506;LAVINIA;453812;35453812;PENITENCIARIA II DE LAVINIA;1;15;MUNICIPAL LAVINIA TABAJARA;SN;KM 03;16850000;PEROBAL;2;-21,17506027;-51,0271492;29452
ESTADUAL - SE;ANDRADINA;LAVINIA;3526506;LAVINIA;454102;35454102;PENITENCIARIA III ASP PAULO GUIMARAES;1;15;MUNICIPAL LAVINIA TABAJARA;SN;KM 03;16850000;PEROBAL;2;-21,17498016;-51,02597046;29452
ESTADUAL - SE;ANDRADINA;MIRANDOPOLIS;3530102;MIRANDOPOLIS;29336;35029336;NOEMIA DIAS PEROTTI DONA;1;8;PROFESSORA DALVA COLAFERRO;1330;RUA;16800000;CENTRO;1;-21,13604927;-51,10903931;0
ESTADUAL - SE;ANDRADINA;MIRANDOPOLIS;3530102;MIRANDOPOLIS;29427;35029427;EDGAR RAIMUNDO DA COSTA DR;1;8;ORLANDO J DE AQUINO;1372;RUA;16800000;CENTRO;1;-21,13400078;-51,10559082;0
ESTADUAL - SE;ANDRADINA;MIRANDOPOLIS;3530102;MIRANDOPOLIS;453304;35453304;PENITENCIARIA II DE MIRANDOPOLIS;1;15;DR OSWALDO BRANDI FARIA;4450;RUA;16800000;RIBEIRAO CLARO;1;-21,15434074;-51,11309052;29336
ESTADUAL - SE;ANDRADINA;MIRANDOPOLIS;3530102;MIRANDOPOLIS;453959;35453959;PENITENCIARIA NESTOR CANOA;1;15;DR OSVALDO BRANDI DE FARIA;4450;RUA;16800000;RIBEIRAO CLARO;1;-21,15673637;-51,11193466;29336
ESTADUAL - SE;ANDRADINA;MIRANDOPOLIS;3530102;TRES ALIANCAS;29661;35029661;MARILENA SANTANA CORREA FERNANDES PROFA;1;8;LUSSANVIRA;SN;RUA;16800000;ALIANCA;1;-20,99984932;-51,08823013;0
ESTADUAL - SE;ANDRADINA;MURUTINGA DO SUL;3532108;MURUTINGA DO SUL;29634;35029634;ANCHIETA PADRE;1;8;ORLANDO MOLINA;325;;16950000;CENTRO;1;-20,98904037;-51,27996063;0
ESTADUAL - SE;ANDRADINA;NOVA INDEPENDENCIA;3533205;NOVA INDEPENDENCIA;6317;35006317;CENTRO DE DETENCAO PROVISORIA  CDP DE NOVA INDEPENDENCIA;1;15;ROD GENERL EUCLIDES DE OLIVEIRA FIGUEIREDO  SP 563;KM 166;;16940000;IPE;2;-21,10569954;-51,49290085;29324
ESTADUAL - SE;ANDRADINA;NOVA INDEPENDENCIA;3533205;NOVA INDEPENDENCIA;29324;35029324;ZILDA PRADO PAULOVICH PROFA;1;8;NOSSO SENHOR DO BOM FIM;172;RUA;16940000;CENTRO;1;-21,10545158;-51,49372864;0
ESTADUAL - SE;ANDRADINA;PEREIRA BARRETO;3537404;PEREIRA BARRETO;30570;35030570;MITSUSADA UMETANI DR;1;8;STELIO MACHADO LOUREIRO;1251;RUA;15370438;CENTRO;1;-20,64246941;-51,11000061;0
ESTADUAL - SE;ANDRADINA;PEREIRA BARRETO;3537404;PEREIRA BARRETO;30703;35030703;AGNES LIEDTKE;1;8;GREGORIO SULIAN;2623;;15371120;JARDIM ALDA;1;-20,63736916;-51,10287094;0
ESTADUAL - SE;ANDRADINA;PEREIRA BARRETO;3537404;PEREIRA BARRETO;30764;35030764;FRANCISCO SCHMIDT CEL;1;8;CYRO MAIA;2230;RUA;15370020;JARDIM SERRADOR;1;-20,63887024;-51,10816956;0
ESTADUAL - SE;ANDRADINA;SUD MENNUCCI;3552304;SUD MENNUCCI;30673;35030673;CICERO CASTILHO CUNHA;1;8;ANTONIO GAMBAROTO;229;AVENIDA;15360000;JARDIM ALVORADA;1;-20,69306946;-50,92995071;0
ESTADUAL - SE;APIAI;APIAI;3502705;APIAI;14357;35014357;REGINA DIAS ANTUNES DA SILVA PROFA;1;8;PEDRO NOLASCO DA SILVA;232;RUA;18320000;SANTA BARBARA;1;-24,51098442;-48,84873581;0
ESTADUAL - SE;APIAI;APIAI;3502705;APIAI;14370;35014370;ANTONIA BAPTISTA CALAZANS LUZ PROFA;1;8;1 DE MAIO;894;RUA;18320000;CENTRO;1;-24,51038933;-48,84482956;0
ESTADUAL - SE;APIAI;APIAI;3502705;APIAI;38866;35038866;SYLVIA NOEMIA DE ALBUQUERQUE MARTINS PROFA;1;8;PRESIDENTE HUMBERTO DE ALENCAR CASTELO BRANCO;983;AVENIDA;18320000;PINHEIROS;1;-24,4952507;-48,84465027;0
ESTADUAL - SE;APIAI;APIAI;3502705;APIAI;38878;35038878;JOAO PEDRO DO NASCIMENTO PROF;1;8;ESPIRITO SANTO;137;RUA;18320000;CORDEIROPOLIS;1;-24,52334976;-48,83813858;0
ESTADUAL - SE;APIAI;APIAI;3502705;APIAI;46848;35046848;ROSARIA JANUZZI PROFA;1;8;NERI ANTONIO DE CAMARGO;855;;18320000;PALMITAL;1;-24,53860092;-48,83009338;0
ESTADUAL - SE;APIAI;APIAI;3502705;APIAI;458168;35458168;CEL JTO A EE PROF JOAO PEDRO DO NASCIMENTO;1;6;RUA ESPIRITO SANTO;137;RUA;18322128;CORDEIROPOLIS;1;-24,52505493;-48,84099197;38878
ESTADUAL - SE;APIAI;APIAI;3502705;APIAI;912013;35912013;JULIA RIBEIRO BRETAS PROFA;1;8;EMIDIO PAULUS;SN;RUA;18320000;ENCAPOEIRADO;2;-24,46547508;-48,93067932;0
ESTADUAL - SE;APIAI;APIAI;3502705;APIAI;919779;35919779;VERA LUCIA COSMO LUCENA PROFESSORA;1;8;PRINCIPAL;SN;;18320000;CONCEICAO DO HERVAL;2;-24,41349983;-48,95027924;0
ESTADUAL - SE;APIAI;APIAI;3502705;ARACAIBA;14424;35014424;AMBROSINA DE OLIVEIRA MATTOS PROFA;1;8;ASTROGILDO A OLIVEIRA;125;RUA;18320000;DISTRITO DE ARACAIBA;1;-24,42839241;-48,85219574;0
ESTADUAL - SE;APIAI;APIAI;3502705;ARACAIBA;41439;35041439;OSWALDINA SANTOS PROFA;1;8;CELIA CARRIEL DE LIMA;95;;18320000;LAGEADO;2;-24,38204384;-48,9104805;0
ESTADUAL - SE;APIAI;APIAI;3502705;ARACAIBA;48215;35048215;LEOPOLDO LEME VERNECK;1;8;BAIRRO PALMITALZINHO;SN;RUA;18320000;PALMITALZINHO;2;-24,3721199;-49,0465889;0
ESTADUAL - SE;APIAI;BARRA DO CHAPEU;3505351;BARRA DO CHAPEU;14412;35014412;PAULO FRANCISCO DE ASSIS PROF;1;8;JOSE DE OLIVEIRA BARRETO;172;RUA;18325000;CENTRO;1;-24,47230148;-49,02560806;0
ESTADUAL - SE;APIAI;BARRA DO CHAPEU;3505351;BARRA DO CHAPEU;41440;35041440;HERMINIA DA SILVEIRA MELLO DONA;1;8;GREGORIO GONCALVES CAMPOS;298;RUA;18325000;MORRO AGUDO;2;-24,48365021;-49,1115303;0
ESTADUAL - SE;APIAI;BARRA DO CHAPEU;3505351;BARRA DO CHAPEU;913522;35913522;JAIME DE OLIVEIRA PROF;1;8;APIAI BARRA DO CHAPEU;SN;KM 20;18325000;PONTE ALTA;2;-24,46718597;-48,97078705;0
ESTADUAL - SE;APIAI;GUAPIARA;3517604;GUAPIARA;14333;35014333;JOAO ANTUNES ALEXANDRE;1;8;AVELINO GOMES DE ALMEIDA;75;RUA;18310000;JARDIM CANUTO;1;-24,18852997;-48,53065872;0
ESTADUAL - SE;APIAI;GUAPIARA;3517604;GUAPIARA;14394;35014394;THEREZINHA SACCOMANO PASSARO PROFA;1;8;SAO JOSE;514;RUA;18310000;CENTRO;1;-24,18540001;-48,52870178;0
ESTADUAL - SE;APIAI;GUAPIARA;3517604;GUAPIARA;43369;35043369;LUIZ PAGLIATO;1;8;BAIRRO DOS ELIAS;SN;RUA;18310000;ELIAS;2;-24,24027061;-48,51021957;0
ESTADUAL - SE;APIAI;GUAPIARA;3517604;GUAPIARA;48227;35048227;LEILA MARISA PASSARO PROFA;1;8;SEBASTIAO FERRAZ DE CAMARGO PENTEADO;SN;KM 255;18310000;PINHEIROS;2;-24,17276382;-48,50693512;0
ESTADUAL - SE;APIAI;GUAPIARA;3517604;GUAPIARA;910004;35910004;TEREZINHA PAES DE OLIVEIRA;1;8;BAIRRO DOS PAES;SN;RUA;18310000;DOS PAES;2;-24,14748955;-48,62197113;913546
ESTADUAL - SE;APIAI;GUAPIARA;3517604;GUAPIARA;913534;35913534;TOSHIMARO KACUTA COMENDADOR;1;8;SEBASTIAO FERRAZ DE CAMARGO PENTEADOSP 250;SN;KM 274;18310000;EMPOSSADOS;2;-24,25070572;-48,59324646;0
ESTADUAL - SE;APIAI;GUAPIARA;3517604;GUAPIARA;913546;35913546;ANTONIO DRAGONE;1;8;BAIRRO MONJOLADA;SN;RUA;18310000;MONJOLADA;2;-24,18457031;-48,59410095;0
ESTADUAL - SE;APIAI;IPORANGA;3521200;IPORANGA;5693;35005693;BAIRRO DE BOMBAS;1;31;BAIRRO BOMBAS DE BAIXO;SN;;18330000;BOMBAS DE BAIXO;2;-24,60935974;-48,65967178;14321
ESTADUAL - SE;APIAI;IPORANGA;3521200;IPORANGA;6283;35006283;BAIRRO BOMBAS DE CIMA;1;31;BAIRRO BOMBAS DE CIMA;SN;;18330000;BAIRRO BOMBAS DE CIMA;2;-24,60933304;-48,65969086;14321
ESTADUAL - SE;APIAI;IPORANGA;3521200;IPORANGA;14321;35014321;NASCIMENTO SATIRO DA SILVA;1;8;IPORANGA;386;RUA;18330000;CENTRO;1;-24,58750916;-48,59700775;0
ESTADUAL - SE;APIAI;ITAOCA;3522158;ITAOCA;14345;35014345;ELIAS LAGES DE MAGALHAES PROF;1;8;INDEPENDENCIA;17;AVENIDA;18360000;CENTRO;1;-24,63993073;-48,84325027;0
ESTADUAL - SE;APIAI;ITAOCA;3522158;ITAOCA;41452;35041452;ANEZIA AMORIM MARTINS PROFA;1;8;PRINCIPAL;SN;AVENIDA;18360000;PAVAO;2;-24,64495087;-48,78799057;0
ESTADUAL - SE;APIAI;ITAOCA;3522158;ITAOCA;48203;35048203;CACILDA LAGES PEREIRA CAVANI PROFA;1;8;DA MATRIZ;129;AVENIDA;18360000;LAGEADO DE ITAOCA;2;-24,60207939;-48,87496185;0
ESTADUAL - SE;APIAI;ITAPIRAPUA PAULISTA;3522653;ITAPIRAPUA PAULISTA;40848;35040848;MARIA DE ALBUQUERQUE DIAS BAPTISTA PROFA;1;8;DOUTOR MARCELO DE OLIVEIRA IVO;83;AVENIDA;18385000;CENTRO;1;-24,57531929;-49,17111969;0
ESTADUAL - SE;APIAI;ITAPIRAPUA PAULISTA;3522653;ITAPIRAPUA PAULISTA;912037;35912037;MARIA BERNARDETI FERNANDES RODRIGUES PROFA;1;8;ANTONIO LEAL DE MATOS;232;AVENIDA;18385000;RIBEIRAO DA VARZEA;2;-24,49155998;-49,22661972;0
ESTADUAL - SE;APIAI;RIBEIRA;3542800;RIBEIRA;14312;35014312;DIOGENES RIBEIRO DE LIMA;1;8;ANTONIO MOURA ROLIM;97;RUA;18380000;CENTRO;1;-24,65779114;-49,00632858;0
ESTADUAL - SE;APIAI;RIBEIRA;3542800;RIBEIRA;48239;35048239;JULIA DA SILVEIRA MELLO PROFA;1;8;RIBEIRA  ITAPIRAPUA  PAULISTA KM09;SN;RUA;18380000;CATAS ALTAS;2;-24,63034058;-49,03419113;0
ESTADUAL - SE;APIAI;RIBEIRAO BRANCO;3543006;RIBEIRAO BRANCO;14369;35014369;LUIZ JOSE DIAS PROF;1;8;ANGELO SANTOS PENTEADO;378;RUA;18430000;CENTRO;1;-24,21940041;-48,7655983;0
ESTADUAL - SE;APIAI;RIBEIRAO BRANCO;3543006;RIBEIRAO BRANCO;38885;35038885;ABDIEL LOPES MONTEIRO PROF;1;8;SAO SEBASTIAO;896;RUA;18430000;CAMPINA DE FORA;1;-24,31278992;-48,94633102;0
ESTADUAL - SE;APIAI;RIBEIRAO BRANCO;3543006;RIBEIRAO BRANCO;65456;35065456;JOAO PAULO II PAPA;1;8;CORONEL JOAQUIM MACHADO;723;RUA;18430000;CENTRO;1;-24,22310066;-48,76459122;0
ESTADUAL - SE;APIAI;RIBEIRAO BRANCO;3543006;RIBEIRAO BRANCO;905252;35905252;HONORATO FERREIRA DA SILVA;1;8;MIRASSOL;420;PREDIO;18430000;ITABOA;1;-24,26017952;-48,89793015;0
ESTADUAL - SE;APIAI;RIBEIRAO BRANCO;3543006;RIBEIRAO BRANCO;913571;35913571;PAULINA DE MORAIS PROFA;1;8;MIGUEL DE ALMEIDA GARCIA;SN;;18430000;CENTRO;2;-24,21152878;-48,86407471;0
ESTADUAL - SE;APIAI;RIBEIRAO BRANCO;3543006;RIBEIRAO BRANCO;913583;35913583;HIROSHI KOSUGE;1;8;BAIRRO KANTIAN;SN;RUA;18430000;BAIRRO KANTIAN;2;-24,29639053;-48,84664154;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;29713;35029713;LUIZ GAMA;1;8;RUBIAO JUNIOR;214;RUA;16050290;SAO JOAQUIM;1;-21,20399094;-50,44155884;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;29737;35029737;LICOLINA VILLELA REIS ALVES PROFA;1;8;LAURINDO CAETANO DE ANDRADE;483;RUA;16020030;VILA ESTADIO;1;-21,22079086;-50,44232941;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;29749;35029749;CLOVIS DE ARRUDA CAMPOS DR;1;8;AUGUSTO KELLER;139;RUA;16074300;AMIZADE;1;-21,18829918;-50,45299911;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;29762;35029762;NILCE MAIA SOUTO MELO PROFA;1;8;HONDURAS;22;RUA;16072160;VILA INDUSTRIAL;1;-21,20692062;-50,45418167;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;29774;35029774;JOSE AUGUSTO LOPES BORGES PROF;1;8;CRISTIANO OLSEN;3525;RUA;16025335;VILA NOVA;1;-21,21454048;-50,45991135;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;29798;35029798;MANOEL BENTO DA CRUZ;1;8;CARLOS GOMES;732;RUA;16010713;HIGIENOPOLIS;1;-21,21179962;-50,44400024;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;29804;35029804;VITOR ANTONIO TRINDADE PROF;1;8;DIOGO JUNIOR;500;PRACA;16050465;SANTANA;1;-21,19804955;-50,43387985;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;29865;35029865;JOSE CANDIDO;1;8;RINTARO TAKAHASHI;250;RUA;16010620;HIGIENOPOLIS;1;-21,21063042;-50,44623184;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;29877;35029877;PURCINA ELISA DE ALMEIDA PROFA;1;8;MADALENA LOURENCO BRUNO;328;RUA;16021306;JUSSARA;1;-21,22532082;-50,45677185;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;29889;35029889;JORGE CORREA PROF;1;8;PAULO SAO;SN;RUA;16015263;JARDIM SUMARE;1;-21,21158981;-50,43170166;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;29890;35029890;GENESIO DE ASSIS PROF;1;8;ALDO CAMPOS VEREADOR;870;RUA;16050145;PARAISO;1;-21,19759941;-50,44779968;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;30016;35030016;VANIOLE DIONYSIO MARQUES PAVAN PROFA;1;8;VEREADOR ALDO CAMPOS;2539;RUA;16075070;JARDIM PLANALTO;1;-21,18696022;-50,4596405;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;30053;35030053;MARIA APPARECIDA BALTHAZAR POCO PROFA;1;8;CLARISMUNDO DE MELLO;267;RUA;16071100;JARDIM MONTE CARLO;1;-21,20470047;-50,46239853;0
ESTADUAL - SE;ARACATUBA;ARACATUBA;3502804;ARACATUBA;30065;35030065;JOSE ARANTES TERRA PROF;1;8;ALVORADA;412;RUA;16016005;JARDIM ALVORADA;1;-21,22826004;-50,42243958;0
