NOMEDEP;DE;MUN;CD_IBGE;DISTR;COD_ESC;CODESCMEC;NOMESC;CODSIT;TIPOESC;ENDESC;NUMESC;COMPLEMENTO;CEP;BAIESC;ZONA;DS_LATITUDE;DS_LONGITUDE;CODVINC
ESTADUAL - SE;PIRASSUNUNGA;PIRASSUNUNGA;3539301;PIRASSUNUNGA;21441;35021441;PIRASSUNUNGA;1;8;JOSE BONIFACIO;325;RUA;13630010;CENTRO;1;-21,99708939;-47,42575073;0
ESTADUAL - SE;PIRASSUNUNGA;PIRASSUNUNGA;3539301;PIRASSUNUNGA;21465;35021465;FRANCO CORONEL;1;8;CORONEL FRANCO;937;RUA;13630136;CENTRO;1;-21,99580002;-47,43019867;0
ESTADUAL - SE;PIRASSUNUNGA;PIRASSUNUNGA;3539301;PIRASSUNUNGA;21477;35021477;MANOEL JACINTHO VIEIRA DE MORAES DOUTOR;1;8;CAPITAO NELSON SALES DE ABREU;2077;RUA;13631030;CENTRO;1;-22,00277901;-47,42275238;0
ESTADUAL - SE;PIRASSUNUNGA;PIRASSUNUNGA;3539301;PIRASSUNUNGA;36336;35036336;OSMARINA SEDEH PADILHA PROFESSORA;1;8;PERNAMBUCO;3711;RUA;13632375;VILA BRASIL;1;-22,0143795;-47,41363144;0
ESTADUAL - SE;PIRASSUNUNGA;PIRASSUNUNGA;3539301;PIRASSUNUNGA;49542;35049542;PAULO DE BARROS FERRAZ PROFESSOR;1;8;PANAMA;1082;RUA;13635097;VILA ESPERANCA;1;-21,97159958;-47,42559814;0
ESTADUAL - SE;PIRASSUNUNGA;PIRASSUNUNGA;3539301;PIRASSUNUNGA;907492;35907492;THEREZINHA RODRIGUES PROFESSORA;1;8;JOSE PERES;876;RUA;13631656;JARDIM MORUMBI;1;-22,03015518;-47,42615509;0
ESTADUAL - SE;PIRASSUNUNGA;PIRASSUNUNGA;3539301;PIRASSUNUNGA;907510;35907510;RENE ALBERS PROFESSOR DOUTOR;1;8;SANTA EFIGENIA;298;RUA;13640433;VILA SANTA FE;1;-21,94941902;-47,37501144;0
ESTADUAL - SE;PIRASSUNUNGA;PIRASSUNUNGA;3539301;PIRASSUNUNGA;920381;35920381;HENRIQUE FERREIRA DOS REIS PROFESSOR;1;8;BRASIL;1124;AVENIDA;13635104;VILA ESPERANCA;1;-21,9714;-47,4267;0
ESTADUAL - SE;PIRASSUNUNGA;PORTO FERREIRA;3540705;PORTO FERREIRA;9937;35009937;JARDIM AEROPORTO;1;8;GENERAL ALVARO DE GOES VALERIANI;1225;;13660224;SERRA DAGUA;1;-21,87270927;-47,47679901;0
ESTADUAL - SE;PIRASSUNUNGA;PORTO FERREIRA;3540705;PORTO FERREIRA;21313;35021313;PEDRINA PIRES ZADRA PROFESSORA;1;8;FRANCISCO PERIPATO;SN;AVENIDA;13664062;VILA SIBYLLA;1;-21,85143089;-47,46564102;0
ESTADUAL - SE;PIRASSUNUNGA;PORTO FERREIRA;3540705;PORTO FERREIRA;21325;35021325;WASHINGTON LUIZ;1;8;LUIZ GAMA;600;;13660047;CENTRO;1;-21,85692024;-47,48308945;0
ESTADUAL - SE;PIRASSUNUNGA;PORTO FERREIRA;3540705;PORTO FERREIRA;21532;35021532;DJALMA FORJAZ DOUTOR;1;8;NELSON PEREIRA LOPES;557;RUA;13660102;PORTO FERREIRA;1;-21,85824966;-47,48556137;0
ESTADUAL - SE;PIRASSUNUNGA;SANTA CRUZ DA CONCEICAO;3546207;SANTA CRUZ DA CONCEICAO;21350;35021350;LUIZ NARCISO GOMES DOUTOR;1;8;DOUTOR JORGE TIBIRICA;1014;RUA;13625021;CENTRO;1;-22,13883972;-47,45185089;0
ESTADUAL - SE;PIRASSUNUNGA;SANTA CRUZ DAS PALMEIRAS;3546306;SANTA CRUZ DAS PALMEIRAS;21295;35021295;CARLOS GUIMARAES DOUTOR;1;8;SANTA CRUZ;206;;13650011;CENTRO;1;-21,82575035;-47,25020218;0
ESTADUAL - SE;PIRASSUNUNGA;SANTA CRUZ DAS PALMEIRAS;3546306;SANTA CRUZ DAS PALMEIRAS;21519;35021519;LAURO BARREIRA;1;8;PRUDENTE DE MORAES;318;;13650039;CENTRO;1;-21,82595062;-47,25078964;0
ESTADUAL - SE;PIRASSUNUNGA;SANTA CRUZ DAS PALMEIRAS;3546306;SANTA CRUZ DAS PALMEIRAS;907558;35907558;MARIO AVESANI PREFEITO;1;8;MANOEL PIRES DE CAMPOS;139;RUA;13657350;VILA SANTA TEREZINHA;1;-21,83546066;-47,25037003;0
ESTADUAL - SE;PIRASSUNUNGA;SANTA CRUZ DAS PALMEIRAS;3546306;SANTA CRUZ DAS PALMEIRAS;917588;35917588;MARIA DE LOURDES NASCIMENTO GUERREIRO PROFESSORA;1;8;ANTONIO SILVA;100;;13655324;CONJUNTO HABITACIONAL ETTORE MARQUEZELLI;1;-21,82588005;-47,23698044;0
ESTADUAL - SE;PIRASSUNUNGA;SANTA RITA DO PASSA QUATRO;3547502;SANTA RITA DO PASSA QUATRO;24284;35024284;NELSON FERNANDES;1;8;ZEQUINHA DE ABREU;624;RUA;13670000;CENTRO;1;-21,71192932;-47,47824097;0
ESTADUAL - SE;PIRASSUNUNGA;SANTA RITA DO PASSA QUATRO;3547502;SANTA RITA DO PASSA QUATRO;907911;35907911;IGNEZ GIARETTA SGUERRA PROFESSORA;1;8;RUA DAS CAMELIAS;SN;RUA;13674210;JARDIM NOVA SANTA RITA;1;-21,69757462;-47,48879242;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;ALFREDO MARCONDES;3500808;ALFREDO MARCONDES;31896;35031896;FILOMENA SCATENA CHRISTOFANO;1;8;DAS AMERICAS;517;RUA;19180000;CENTRO;1;-21,95328712;-51,41431427;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;ALVARES MACHADO;3501301;ALVARES MACHADO;31948;35031948;ANGELICA DE OLIVEIRA PROFESSORA;1;8;VICENTE DIAS GARCIA;157;RUA;19160000;CENTRO;1;-22,07906914;-51,47320175;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;ALVARES MACHADO;3501301;ALVARES MACHADO;43138;35043138;MARCIO DE SOUZA E MELLO MARECHAL DO AR;1;8;TEOFILO DIAS;300;;19160000;PARQUE DOS PINHEIROS;1;-23,55051994;-46,63330841;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;ANHUMAS;3502408;ANHUMAS;32621;35032621;FRANCISCO WHITACKER CORONEL;1;8;APARECIDA Z P LOPES;337;RUA;19580000;CENTRO;1;-22,29809952;-51,38499832;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;CAIABU;3508900;CAIABU;32591;35032591;GILDASIO SILVA LIMA PROFESSOR;1;8;HENRIQUE PEDRO FERREIRA;450;;19530000;CENTRO;1;-22,01571083;-51,23611832;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;INDIANA;3520608;INDIANA;32612;35032612;MARIA ERNESTINA NATIVIDADE ANTUNES PROFESSORA;1;8;AV BENTO CACHEFFO LONGO1184;1184;AVENIDA;19560000;VILA GARCES;1;-22,17789268;-51,26173401;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;MARTINOPOLIS;3529203;MARTINOPOLIS;32475;35032475;ALBERTO SANTOS DUMONT;1;8;DOUTOR FABIO DAL FABBRO;815;RUA;19500000;JARDIM SANTA LUZIA;1;-22,15436935;-51,17465973;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;MARTINOPOLIS;3529203;MARTINOPOLIS;32505;35032505;JOAO GOMES MARTINS CORONEL;1;8;PADRE JOAO SCHNEIDER;980;;19500000;CENTRO;1;-22,14813042;-51,17671967;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;MARTINOPOLIS;3529203;MARTINOPOLIS;453213;35453213;PENITENCIARIA TACYAN MENEZES DE LUCENA;1;15;HOMERO SEVERO LINS;542;RUA;19500000;RURAL;2;-22,17239952;-51,11029816;32505
ESTADUAL - SE;PRESIDENTE PRUDENTE;MARTINOPOLIS;3529203;MARTINOPOLIS;460485;35460485;CEL JTO A EE JOAO GOMES MARTINS CORONEL;1;6;PADRE JOAO SCHNEIDER;980;RUA;19500000;CENTRO;1;-22,1479702;-51,17673874;32505
ESTADUAL - SE;PRESIDENTE PRUDENTE;MARTINOPOLIS;3529203;TECAINDA;32451;35032451;JOAO BATISTA BERBET;1;8;FRANCISCO PERCINOTO;41;;19505000;TECAINDA;1;-22,0040493;-51,13660049;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PIRAPOZINHO;3539202;ITORORO DO PARANAPANEMA;40162;35040162;MARIA EVANILDA GOMES PROFESSORA;1;8;MARCIO JOSE DE ARAUJO;10;;19208000;ITORORO DO PARANAPANEMA;1;-22,61131668;-51,72082138;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PIRAPOZINHO;3539202;PIRAPOZINHO;32585;35032585;OLGA YASUKO YAMASHITA PROFESSORA;1;8;EUCLIDES DA CUNHA;851;RUA;19200000;CENTRO;1;-22,27930069;-51,49940109;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PIRAPOZINHO;3539202;PIRAPOZINHO;32682;35032682;LUCIA SILVA DE ASSUMPCAO;1;8;JOSE DE ALENCAR;830;RUA;19200000;CENTRO;1;-22,27449989;-51,49897003;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PIRAPOZINHO;3539202;PIRAPOZINHO;32694;35032694;MARIA JOSE BARBOSA CASTRO TOLEDO PROFESSORA;1;8;MACHADO DE ASSIS;1258;RUA;19200000;VILA MARQUES;1;-22,27099991;-51,5018692;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;MONTALVAO;454333;35454333;PENITENCIARIA WELLINGTON RODRIGO SEGURA;1;15;IRIO ZUNTINI;;;19036000;CONJUNTO HABITACIONAL JOAO DOMINGOS NETTO;2;-22,04379082;-51,36724091;31951
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;MONTALVAO;455076;35455076;GLAUCIO REINALDO MENDES PEREIRA ASP C RESSOCIALIZACAO;1;15;IRIO ZUNTINI;SN;KM 3;19036000;CONJUNTO HABITACIONAL JOAO DOMINGOS NETTO;2;-22,04379082;-51,36724091;31951
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;4102;35004102;JOAO CARLOS PADILHA DE SIQUEIRA;1;8;JUSCELINO KUBITSCHEK DE OLIVEIRA;14407;;19045000;JARDIM SANTA MONICA;1;-22,14398956;-51,375;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;31732;35031732;FERNANDO COSTA;1;8;WASHINGTON LUIZ;672;AVENIDA;19015150;CENTRO;1;-22,12035942;-51,38774872;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;31744;35031744;MARIA LUIZA BASTOS PROFESSORA;1;8;JOSE BONGIOVANI;1050;RUA;19050680;VILA LIBERDADE;1;-22,13258934;-51,40584946;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;31756;35031756;JOAO ALFREDO DA SILVA;1;8;NOROESTE;189;AVENIDA;19130000;ENEIDA;1;-21,9093399;-51,30033112;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;31800;35031800;ANNA ANTONIO PROFESSORA;1;8;VALENTIM BUSTOS;SN;RUA;19033800;PARQUE CASTELO BRANCO;1;-22,09133911;-51,38602829;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;31860;35031860;MARIA LUIZA FORMOZINHO RIBEIRO PROFESSORA;1;8;BELLA;815;RUA;19015261;VILA CLAUDIA GLORIA;1;-22,12229919;-51,40019989;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;31884;35031884;CELESTINA DE CAMPOS TOLEDO TEIXEIRA PROFESSORA;1;8;SEBASTIAO RODRIGUES DE SOUZA;573;RUA;19120000;FLORESTA DO SUL;1;-21,95950508;-51,307827;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;31914;35031914;MIGUEL OMAR BARRETO PROFESSOR;1;8;COMENDADOR ALBERTO BONFIGLIOLI;SN;RODOVIA;19063390;PARQUE SHIRAIWA;1;-22,13364983;-51,43793106;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;31926;35031926;HUGO MIELE PROFESSOR;1;8;FAGUNDES VARELLA;1149;RUA;19020620;VILA LESSA;1;-22,11240005;-51,39239883;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;31951;35031951;PEDRO TOFANO VEREADOR;1;8;ARQUIAS GOMES DE MIRANDA;123;RUA;19110017;MONTALVAO;1;-22,05126953;-51,34740829;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;31963;35031963;TANNEL ABBUD COMENDADOR;1;8;QUINTINO BOCAIUVA;1455;RUA;19030000;VILA MARCONDES;1;-22,11541939;-51,37638092;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;31999;35031999;JOSE FOZ DOUTOR;1;8;JOSE RAINHO TEIXEIRA;72;RUA;19030200;VILA MARCONDES;1;-22,12203979;-51,37715912;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;32001;35032001;MARIETTA FERRAZ DE ASSUMPCAO PROFESSORA;1;8;SAO PAULO;288;AVENIDA;19013430;JARDIM BELA DARIA;1;-22,13843918;-51,38919067;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;32050;35032050;FLORIVALDO LEAL;1;8;PIRACICABA;90;RUA;19014150;VILA TABAJARA;1;-22,12928009;-51,39445114;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;32074;35032074;SARRION MONSENHOR;1;8;MARCONDES FILHO;93;RUA;19013160;VILA ROBERTO;1;-22,13369942;-51,39189911;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;32098;35032098;MARREY JUNIOR DOUTOR;1;8;CORONEL ALBINO;1637;RUA;19023350;PARQUE SAO JUDAS TADEU;1;-22,10692978;-51,39736938;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;32104;35032104;ANTONIO FIORAVANTE DE MENEZES;1;8;FERNANDO BACCO;270;RUA;19040080;VILA MARINA;1;-22,12984085;-51,3830986;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;43148;35043148;PLACIDIO BRAGA NOGUEIRA PROFESSOR;1;8;ABILIO NASCIMENTO;1333;RUA;19042000;JARDIM SANTA MARTA;1;-22,13894081;-51,37577057;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;43151;35043151;CLOTILDE VEIGA DE BARROS PROFESSORA;1;8;ALBERTO ARTONI;225;RUA;19045720;JARDIM SANTANA;1;-22,14689064;-51,38639069;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;44684;35044684;ARLINDO FANTINI PROFESSOR;1;8;PAULO MARCONDES;50;AVENIDA;19025000;JARDIM ELDORADO;1;-22,10913086;-51,41088867;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;47673;35047673;JOEL ANTONIO DE LIMA GENESIO PROFESSOR;1;8;ARTUR JORGE GUAZZI;50;RUA;19065660;JARDIM SAO GABRIEL;1;-22,11467934;-51,42609024;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;49724;35049724;MIRELLA PESCE DESIDERE PROFESSORA;1;8;VINTE E UM DE SETEMBRO;142;RUA;19066270;NUCLEO BARTHOLOMEU BUENO DE MIRANDA;1;-22,11047935;-51,42950821;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;496467;35496467;TEOFILO GONZAGA DA SANTA CRUZ;1;8;LUZIA MARCHEZI DOMINGUES;785;RUA;19100160;CONJUNTO HABITACIONAL JARDIM HUMBERTO SALVADOR;1;-22,08428001;-51,39636993;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;565039;35565039;ORACY MATRICARDI PROF;1;8;SANTINA DE SOUZA OLIVETTE;160  B;RUA;19064290;CONJUNTO HABITACIONAL ANA JACINTA;1;-22,15278053;-51,45074081;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;900965;35900965;FATIMA APARECIDA COSTA FALCON PROFESSORA;1;8;ALTAIR DE SENNA;800;RUA;19067350;PARQUE CEDRAL;1;-22,11829948;-51,4333992;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;921920;35921920;FRANCISCO PESSOA;1;8;SANTINA DE SOUZA OLIVETTE;160;RUA;19064290;CONJUNTO HABITACIONAL ANA JACINTA;1;-22,15316963;-51,45214081;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;980201;35980201;CEEJA JOSE LIBANIO FILHO PROFESSOR;1;3;CLAUDIONOR SANDOVAL;875;RUA;19023200;VILA ROSA;1;-22,11520958;-51,40156174;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;3541406;PRESIDENTE PRUDENTE;985442;35985442;CEL JTO A EE MONSENHOR SARRION;1;6;MARCONDES FILHO;93;RUA;19013160;VILA ROBERTO;1;-22,1337;-51,3919;32074
ESTADUAL - SE;PRESIDENTE PRUDENTE;REGENTE FEIJO;3542404;ESPIGAO;32761;35032761;FRANCISCO PIO BENGUELLA;1;8;FRANCA;62;AVENIDA;19575000;CENTRO;1;-22,19463921;-51,35569;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;REGENTE FEIJO;3542404;REGENTE FEIJO;32633;35032633;IVO LIBONI PROFESSOR;1;8;JOSE BONIFACIO;1;RUA;19570000;JARDIM TENIS CLUBE;1;-22,21707916;-51,30939102;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;REGENTE FEIJO;3542404;REGENTE FEIJO;918040;35918040;ANNA DE MELLO CASTRIANI PROFESSORA;1;8;JOSE DA SILVA FORTUNATO;221;RUA;19570000;JARDIM REGINA;1;-22,23118973;-51,30718994;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;SANTO EXPEDITO;3548302;SANTO EXPEDITO;31987;35031987;ANIBAL VITOR FAVA;1;8;BARAO DO RIO BRANCO;981;RUA;19190000;CENTRO;1;-21,85372734;-51,39535522;0
ESTADUAL - SE;PRESIDENTE PRUDENTE;TACIBA;3552908;TACIBA;32657;35032657;CLEOFANO MOTA;1;8;MANOEL HIPOLITO;240;RUA;19590000;CENTRO;1;-22,38806343;-51,28442383;0
ESTADUAL - SE;REGISTRO;BARRA DO TURVO;3505401;BARRA DO TURVO;14400;35014400;LUIZ DARLY GOMES DE ARAUJO PROFESSOR;1;8;ODORICO CARDOSO DOS SANTOS;75;AVENIDA;11955000;CENTRO;1;-24,75733948;-48,50440216;0
ESTADUAL - SE;REGISTRO;BARRA DO TURVO;3505401;BARRA DO TURVO;924362;35924362;PREFEITO MARIO CORADIN;1;8;REGIS BITTENCOURT;KM555;AVENIDA;11955000;RIO VERMELHO;2;-24,98166084;-48,50500107;0
ESTADUAL - SE;REGISTRO;CAJATI;3509254;CAJATI;34997;35034997;FRUTUOSO PEREIRA DE MORAES;1;8;BICO DO PATO;1470;;11950000;BICO DO PATO;1;-24,72122955;-48,10149002;0
ESTADUAL - SE;REGISTRO;CAJATI;3509254;CAJATI;35002;35035002;CELSO ANTONIO PROFESSOR;1;8;ALOIS HOLD;40;RUA;11950000;CENTRO;1;-24,72584915;-48,11325073;0
ESTADUAL - SE;REGISTRO;CAJATI;3509254;CAJATI;35294;35035294;MARY AZEVEDO DE CARVALHO PROFESSORA;1;8;ESMERALDA;425;JARDIM HOLD;11950000;BAIRRO INHUGUVIRA;1;-24,74200058;-48,10900116;0
ESTADUAL - SE;REGISTRO;CAJATI;3509254;CAJATI;49803;35049803;LUCILIA GROTHE LIBERATO;1;8;URUGUAI;SN;RUA;11950000;BARRA AZEITE;2;-24,78886986;-48,17662811;0
ESTADUAL - SE;REGISTRO;CAJATI;3509254;CAJATI;49815;35049815;JOSE RODRIGUES DE FREITAS VEREADOR;1;8;DO QUEIMADO;SN;RUA;11950000;VILA TATU;2;-24,80042076;-48,21242142;0
ESTADUAL - SE;REGISTRO;CANANEIA;3509908;CANANEIA;9999;35009999;ESCOLA ESTADUAL INDIGENA  ALDEIA MAENDUA PORA;1;10;DO ARIRI;S/N;;11990000;SANTA MARIA;2;-25,03816032;-48,14419937;0
ESTADUAL - SE;REGISTRO;CANANEIA;3509908;CANANEIA;35191;35035191;YOLANDA ARAUJO SILVA PAIVA PROFESSORA;1;8;FRANCISCO CHAVES;180;AVENIDA;11990000;CENTRO;1;-25,01609993;-47,92919922;0
ESTADUAL - SE;REGISTRO;CANANEIA;3509908;CANANEIA;43278;35043278;GENI CUNHA;1;8;FRANCISCO PARCELINO FRANCO;311;;11990000;PORTO CUBATAO;1;-24,9742794;-47,94913483;0
ESTADUAL - SE;REGISTRO;CANANEIA;3509908;CANANEIA;45100;35045100;DINORAH SILVA DOS SANTOS PROFESSORA;1;8;FRANCISCO DAS CHAGAS SOARES;65;AVENIDA;11990000;ACARAU;1;-25,01186529;-47,93942641;0
ESTADUAL - SE;REGISTRO;CANANEIA;3509908;CANANEIA;100389;35100389;ALDEIA SANTA CRUZ;1;10;PARQUE ESTADUAL DA ILHA DO CARDOSO;SN;AVENIDA;11990000;ILHA DO CARDOSO;2;-25,1335907;-47,9416008;0
ESTADUAL - SE;REGISTRO;CANANEIA;3509908;CANANEIA;100407;35100407;ALDEIA RIO BRANCO II;1;10;ALDEIA RIO BRANCO II;SN;;11990000;RIO BRANCO II;2;-25,03256035;-48,04067993;0
ESTADUAL - SE;REGISTRO;CANANEIA;3509908;CANANEIA;495219;35495219;ALDEIA TAKUARI TY;1;10;BAIRRO ACARAU;SN;AVENIDA;11990000;ACARAU;2;-25,01310921;-47,94667816;0
ESTADUAL - SE;REGISTRO;CANANEIA;3509908;CANANEIA;916717;35916717;PERICLES EUGENIO DA SILVA RAMOS PROFESSOR;1;8;PROJETADA;SN;AVENIDA;11990000;ARIRI;2;-25,21674919;-48,04069138;0
ESTADUAL - SE;REGISTRO;ELDORADO;3514809;BRACO;903735;35903735;ODETE PEREIRA GOULART SALES PROFESSORA;1;8;PADRE ANCHIETA;174;RUA;11960000;DISTRITO DO BRACO;2;-24,6383419;-48,29195786;0
ESTADUAL - SE;REGISTRO;ELDORADO;3514809;ELDORADO;35166;35035166;MARIA APARECIDA VIANA MUNIZ PROFESSORA;1;8;9 DE JULHO;112;RUA;11960000;CENTRO;1;-24,52059937;-48,10850143;0
ESTADUAL - SE;REGISTRO;ELDORADO;3514809;ELDORADO;35178;35035178;JAYME ALMEIDA PAIVA DOUTOR;1;8;PAULA SOUZA;145;RUA;11960000;CENTRO;1;-24,52300072;-48,11100006;0
ESTADUAL - SE;REGISTRO;ELDORADO;3514809;ELDORADO;499523;35499523;ALDEIA TAQUARI;1;10;BAIRRO TAQUARI;SN;RUA;11960000;TAQUARI;2;-24,46722031;-48,19955826;0
ESTADUAL - SE;REGISTRO;ELDORADO;3514809;ELDORADO;910156;35910156;MARIA JULIA DE FRANCA SILVA;1;8;MANOEL HIGINO DE MORAES;SN;RUA;11960000;BOA ESPERANCA;2;-24,58592033;-48,26987076;0
ESTADUAL - SE;REGISTRO;ELDORADO;3514809;ELDORADO;924489;35924489;MARIA ANTONIA CHULES PRINCS;1;31;BENEDITO PASCOAL DE FRANCA;KM 37;KM 111;11960000;ANDRE LOPEZ;2;-24,60128975;-48,40626144;0
ESTADUAL - SE;REGISTRO;ELDORADO;3514809;ITAPEUNA;35212;35035212;MARIA DAS DORES VIANA PEREIRA PROFESSORA;1;8;EDWARD MANCIO;99;;11960000;DISTRITO DE ITAPEUNA;2;-24,59622002;-48,21537018;0
ESTADUAL - SE;REGISTRO;JACUPIRANGA;3524600;JACUPIRANGA;35014;35035014;BERNARDO FERREIRA MACHADO CAPITAO;1;8;FRANCISCO JOSE DE LIMA;186;PRACA;11940000;CENTRO;1;-24,69630051;-48,00249863;0
ESTADUAL - SE;REGISTRO;JACUPIRANGA;3524600;JACUPIRANGA;35185;35035185;MIGUEL ABU YAGHI CORONEL;1;8;PROFESSOR JORGE DE ALMEIDA;78;PRACA;11940000;CENTRO;1;-24,69300079;-48,00080109;0
ESTADUAL - SE;REGISTRO;JACUPIRANGA;3524600;JACUPIRANGA;903747;35903747;ANTONIO DUARTE DE CASTRO;1;8;ALAMEDA JACUMA;86;;11940000;JARDIM BOTUJURU;1;-24,71500015;-48,00627136;0
ESTADUAL - SE;REGISTRO;PARIQUERA-ACU;3536208;PARIQUERA-ACU;35038;35035038;MILCIO BAZOLI PROFESSOR;1;8;ESTADUAL PARA JACUPIRANGA;SN;AVENIDA;11930000;VILA PERI PERI;1;-24,70680046;-47,88970184;0
ESTADUAL - SE;REGISTRO;PARIQUERA-ACU;3536208;PARIQUERA-ACU;35208;35035208;MANOEL CAMILLO JUNIOR PROFESSOR;1;8;PEDRO BONNE;317;AVENIDA;11930000;CENTRO;1;-24,71730042;-47,88410187;0
ESTADUAL - SE;REGISTRO;PARIQUERA-ACU;3536208;PARIQUERA-ACU;49827;35049827;JOSE VICENTE BERTOLI PROFESSOR;1;8;MUNICIPAL DO  BAIRRO  ANGATUBA;SN;AVENIDA;11930000;ANGATUBA;2;-24,61370087;-47,8628006;0
ESTADUAL - SE;REGISTRO;PARIQUERA-ACU;3536208;PARIQUERA-ACU;559076;35559076;ALDEIA PINDO TY;1;10;ALDEIA PINDO  TY;SN;AVENIDA;11930000;LINHA JURUBATUBA;2;-24,75048065;-47,86373138;0
ESTADUAL - SE;REGISTRO;PARIQUERA-ACU;3536208;PARIQUERA-ACU;568430;35568430;ALDEIA ARACA MIRIM;1;10;RIBEIRAO VERMELHO;SN;AVENIDA;11930000;RIBEIRAO VERMELHO;2;-24,71689987;-47,87017822;0
ESTADUAL - SE;REGISTRO;PARIQUERA-ACU;3536208;PARIQUERA-ACU;924593;35924593;ESTEPHANO ORLANDO PAULOVSKI PROFESSOR;1;8;PEDRO BONNE;40;AVENIDA;11930000;CENTRO;1;-24,71731758;-47,88305283;0
